review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,review_text,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,review_length,word_count,helpful_votes,source
234,Michelle Underwood,24,Apple,iPhone SE,1436.74,$1436.74,USD,1,3,Fast charging is a lifesaver. Absolutely worth it!,Positive,USA,English,6/2/2025,TRUE,1,3,2,1,3,50,8,13,Flipkart
235,Univ.Prof. Klaus-JÃ¼rgen Nette,19,Apple,iPhone SE,1377.11,â‚¬1280.71,EUR,0.93,5,Smooth performance even after months of use. Best purchase of the year!,Positive,Germany,German,11/11/2024,TRUE,5,4,3,5,5,71,12,4,Flipkart
236,Shirley Jackson,34,Apple,iPhone SE,1036.39,C$1430.22,CAD,1.38,4,Camera quality is very poor indoors. Returning this soon.,Negative,Canada,English,25/2/2024,TRUE,3,4,3,5,3,57,9,2,Flipkart
237,Luka Schinke B.Sc.,41,Apple,iPhone SE,1374.31,â‚¬1278.11,EUR,0.93,2,Battery life could be slightly better. Fine but could be better.,Neutral,Germany,German,24/2/2024,FALSE,1,2,1,1,2,64,11,4,eBay
238,John Taylor,22,Apple,iPhone SE,1131.09,Ø¯.Ø¥4151.1,AED,3.67,2,Speaker quality is bad and muffled. Wouldnâ€™t recommend.,Negative,UAE,English,3/11/2024,TRUE,2,3,2,3,1,55,8,4,Flipkart
239,Elijah Holmes,29,Apple,iPhone SE,829.88,$829.88,USD,1,1,Camera quality is very poor indoors. Very disappointed.,Negative,USA,English,18/5/2025,TRUE,1,1,1,1,2,55,8,2,eBay
240,Dr Patrick Mills,37,Apple,iPhone SE,1393.03,Â£1086.56,GBP,0.78,2,Not worth the money spent. Not up to the mark.,Negative,UK,English,6/3/2024,TRUE,2,2,1,1,2,46,10,1,Flipkart
241,Alison Delacruz,45,Apple,iPhone SE,1180.44,C$1629.01,CAD,1.38,3,"Design is okay, a bit bulky though. Average experience overall.",Neutral,Canada,English,6/8/2024,TRUE,5,3,2,2,4,63,10,4,Flipkart
242,Joseph Benjamin,26,Apple,iPhone SE,1198.71,Ø¯.Ø¥4399.27,AED,3.67,1,Display started flickering after a month. Not up to the mark.,Negative,UAE,English,23/3/2024,TRUE,1,1,1,1,2,61,11,2,Flipkart
243,Dipl.-Ing. Heimo HÃ¶rle,18,Apple,iPhone SE,1082.24,â‚¬1006.48,EUR,0.93,1,"Design is okay, a bit bulky though. Average experience overall.",Neutral,Germany,German,17/11/2022,TRUE,1,1,1,1,1,63,10,1,AliExpress
244,Zehaan Bhakta,18,Apple,iPhone SE,1099.08,â‚¹91223.64,INR,83,4,Software updates are delayed sometimes. Fine but could be better.,Neutral,India,Hindi,24/4/2024,TRUE,4,3,5,3,3,65,10,1,Amazon
245,Nathan Logan,27,Apple,iPhone SE,905.81,Ø¯.Ø¥3324.32,AED,3.67,3,Customer service was disappointing. Returning this soon.,Negative,UAE,English,6/11/2024,TRUE,1,2,3,2,2,56,7,2,Flipkart
246,Anna Liz Ferreira,18,Apple,iPhone SE,858.88,R$4895.62,BRL,5.7,2,Neutral feelings â€” neither great nor bad. Okay for casual use.,Neutral,Brazil,Portuguese,13/9/2023,FALSE,1,1,1,1,2,62,11,5,BestBuy
247,Dr Liam Holland,39,Apple,iPhone SE,1278.75,Â£997.43,GBP,0.78,4,Display is crisp and vibrant â€” perfect for gaming. Best purchase of the year!,Positive,UK,English,18/8/2023,TRUE,4,3,5,5,3,77,14,5,eBay
248,Robert Schultz,24,Apple,iPhone SE,903.11,Ø¯.Ø¥3314.41,AED,3.67,3,"Phone is fine, not the best in this range. Average experience overall.",Neutral,UAE,English,2/7/2025,FALSE,3,5,3,2,1,70,12,0,BestBuy
249,Rhavi da Luz,27,Apple,iPhone SE,1238.3,R$7058.31,BRL,5.7,2,"Design is okay, a bit bulky though. Okay for casual use.",Neutral,Brazil,Portuguese,21/9/2024,TRUE,1,1,1,1,3,56,11,0,Flipkart
250,Tony Holt,34,Apple,iPhone SE,1439.67,Â£1122.94,GBP,0.78,2,"Does what itâ€™s supposed to, nothing special. Average experience overall.",Neutral,UK,English,21/11/2023,TRUE,2,1,2,2,1,72,10,3,eBay
251,Jessica Johnson,19,Apple,iPhone SE,815.19,C$1124.96,CAD,1.38,2,"Overall decent, but expected a bit more for the price. Okay for casual use.",Neutral,Canada,English,8/6/2024,TRUE,2,1,1,2,1,75,14,5,Amazon
252,Watika Buch,47,Apple,iPhone SE,1268.43,â‚¹105279.69,INR,83,4,Fast charging is a lifesaver. Best purchase of the year!,Positive,India,Hindi,30/11/2023,TRUE,3,4,2,3,4,56,10,9,Amazon
253,Rael Rodrigues,23,Apple,iPhone SE,1339.41,R$7634.64,BRL,5.7,2,Overheats quickly while gaming. Not up to the mark.,Negative,Brazil,Portuguese,12/1/2023,TRUE,2,1,1,1,1,51,9,2,Flipkart
254,Claudia Wilson,18,Apple,iPhone SE,879.69,C$1213.97,CAD,1.38,4,Display is crisp and vibrant â€” perfect for gaming. Best purchase of the year!,Positive,Canada,English,15/3/2023,TRUE,3,3,4,3,2,77,14,0,AliExpress
255,Mekhala Bala,47,Apple,iPhone SE,1349.51,â‚¹112009.33,INR,83,2,"Does what itâ€™s supposed to, nothing special. Fine but could be better.",Neutral,India,Hindi,10/9/2025,TRUE,1,1,2,1,3,70,12,1,Flipkart
256,Univ.Prof. Ralf Junitz MBA.,21,Apple,iPhone SE,766.01,â‚¬712.39,EUR,0.93,4,Display is crisp and vibrant â€” perfect for gaming. Absolutely worth it!,Positive,Germany,German,19/9/2025,TRUE,1,4,2,3,4,71,12,8,Flipkart
257,Michael Cobb,53,Apple,iPhone SE,1164.63,C$1607.19,CAD,1.38,3,"Phone is fine, not the best in this range. Average experience overall.",Neutral,Canada,English,27/2/2023,TRUE,4,4,1,1,1,70,12,3,BestBuy
258,Dr. Natalia Jacobi JÃ¤ckel,18,Apple,iPhone SE,1377.96,â‚¬1281.5,EUR,0.93,2,"Phone hangs often, regret buying it. Not up to the mark.",Negative,Germany,German,13/10/2024,TRUE,2,2,3,3,3,56,11,2,AliExpress
259,Katherine Davis,22,Apple,iPhone SE,1247.09,$1247.09,USD,1,3,Sound quality is okay but not very loud. Okay for casual use.,Neutral,USA,English,27/4/2024,TRUE,3,4,4,3,2,61,12,2,Amazon
260,Daniel Brandt,18,Apple,iPhone SE,1460.8,A$2235.02,AUD,1.53,4,Fast charging is a lifesaver. Loving it so far!,Positive,Australia,English,28/11/2022,TRUE,2,4,3,5,3,47,9,4,BestBuy
261,Sra. Aurora Moura,38,Apple,iPhone SE,1399.4,R$7976.58,BRL,5.7,1,Not worth the money spent. Not up to the mark.,Negative,Brazil,Portuguese,20/9/2025,TRUE,1,2,1,1,1,46,10,1,BestBuy
262,Laura Garcia,32,Apple,iPhone SE,1357.94,C$1873.96,CAD,1.38,2,Phone lags often after a few apps. Very disappointed.,Negative,Canada,English,22/11/2023,TRUE,2,1,1,1,1,53,9,0,Amazon
263,John Garcia,24,Apple,iPhone SE,1401.82,A$2144.78,AUD,1.53,4,Loving the clean UI and fast updates. Best purchase of the year!,Positive,Australia,English,12/8/2024,TRUE,3,5,2,2,2,64,12,6,eBay
264,AndrÃ© Cavalcante,21,Apple,iPhone SE,747.28,R$4259.5,BRL,5.7,4,Build quality feels solid and durable. Loving it so far!,Positive,Brazil,Portuguese,7/5/2023,TRUE,2,4,2,2,2,56,10,4,Amazon
265,Fernando Cunha,18,Apple,iPhone SE,1296.61,R$7390.68,BRL,5.7,3,Not bad for daily use but could be optimized. Okay for casual use.,Neutral,Brazil,Portuguese,8/4/2025,TRUE,2,3,3,2,2,66,13,1,BestBuy
266,Tracy Roberts,29,Apple,iPhone SE,1233.8,Â£962.36,GBP,0.78,3,"Phone hangs often, regret buying it. Wouldnâ€™t recommend.",Negative,UK,English,29/11/2023,FALSE,3,3,3,1,4,56,8,4,AliExpress
267,Othmar Boucsein B.A.,34,Apple,iPhone SE,1062.69,â‚¬988.3,EUR,0.93,3,"Does what itâ€™s supposed to, nothing special. Okay for casual use.",Neutral,Germany,German,7/10/2024,TRUE,2,4,1,3,2,65,11,1,Flipkart
268,Benjamin Houston,37,Apple,iPhone SE,1133.72,$1133.72,USD,1,2,Battery life could be slightly better. Average experience overall.,Neutral,USA,English,10/4/2023,TRUE,2,1,2,1,4,66,9,2,BestBuy
269,Eric Smith,53,Apple,iPhone SE,1097.35,$1097.35,USD,1,4,Display is crisp and vibrant â€” perfect for gaming. Absolutely worth it!,Positive,USA,English,11/6/2024,TRUE,5,4,4,3,2,71,12,4,Amazon
270,Ayush Dugal,18,Apple,iPhone SE,1238.81,â‚¹102821.23,INR,83,3,Worth every penny. Highly recommended! Absolutely worth it!,Positive,India,Hindi,12/8/2023,TRUE,3,1,1,3,4,59,8,5,Amazon
271,Russell Erickson,35,Apple,iPhone SE,1462.34,$1462.34,USD,1,4,Build quality feels solid and durable. Absolutely worth it!,Positive,USA,English,22/5/2024,TRUE,4,5,2,2,3,59,9,7,eBay
272,Cassandra Williams,19,Apple,iPhone SE,1494.52,A$2286.62,AUD,1.53,3,Neutral feelings â€” neither great nor bad. Fine but could be better.,Neutral,Australia,English,27/2/2023,TRUE,3,2,4,4,1,67,12,0,AliExpress
273,Mrs. Laurie Montes,26,Apple,iPhone SE,896.61,Ø¯.Ø¥3290.56,AED,3.67,2,Phone lags often after a few apps. Not up to the mark.,Negative,UAE,English,21/11/2022,TRUE,1,2,1,1,1,54,12,1,Flipkart
274,Kevin Gilbert,31,Apple,iPhone SE,954.76,A$1460.78,AUD,1.53,3,Battery life could be slightly better. Average experience overall.,Neutral,Australia,English,29/5/2025,TRUE,2,3,3,2,3,66,9,1,AliExpress
275,Francisco Rodrigues,40,Apple,iPhone SE,900.48,R$5132.74,BRL,5.7,3,Not bad for daily use but could be optimized. Okay for casual use.,Neutral,Brazil,Portuguese,3/8/2023,FALSE,3,2,3,3,1,66,13,3,AliExpress
276,Krishna Din,41,Apple,iPhone SE,1399.86,â‚¹116188.38,INR,83,3,Loving the clean UI and fast updates. Best purchase of the year!,Positive,India,Hindi,14/4/2023,FALSE,3,3,2,1,2,64,12,7,AliExpress
277,Lucas Porter,40,Apple,iPhone SE,1475.94,$1475.94,USD,1,2,"Overall decent, but expected a bit more for the price. Okay for casual use.",Neutral,USA,English,25/9/2024,FALSE,1,1,1,1,1,75,14,2,Amazon
278,Jody Hernandez,18,Apple,iPhone SE,920.26,C$1269.96,CAD,1.38,2,Sound quality is okay but not very loud. Okay for casual use.,Neutral,Canada,English,21/1/2024,TRUE,2,1,3,1,1,61,12,1,AliExpress
279,Matthew Marsh,22,Apple,iPhone SE,858.7,C$1185.01,CAD,1.38,3,Battery drains too fast even on standby. Very disappointed.,Negative,Canada,English,8/1/2025,TRUE,3,2,2,3,3,59,9,2,Flipkart
280,Ms Beverley Pratt,34,Apple,iPhone SE,878.57,Â£685.28,GBP,0.78,2,Battery drains too fast even on standby. Very disappointed.,Negative,UK,English,9/4/2023,TRUE,2,2,3,3,2,59,9,0,BestBuy
281,Emilly Lima,26,Apple,iPhone SE,975.26,R$5558.98,BRL,5.7,2,"Does what itâ€™s supposed to, nothing special. Average experience overall.",Neutral,Brazil,Portuguese,13/9/2024,TRUE,2,2,2,1,2,72,10,0,Amazon
282,Ryan Skinner,24,Apple,iPhone SE,1495.32,Ø¯.Ø¥5487.82,AED,3.67,3,Fast charging is a lifesaver. Best purchase of the year!,Positive,UAE,English,19/1/2025,TRUE,3,1,3,2,3,56,10,12,eBay
283,Eugene Hall,20,Apple,iPhone SE,1340.62,C$1850.06,CAD,1.38,5,Build quality feels solid and durable. Best purchase of the year!,Positive,Canada,English,1/6/2024,TRUE,5,5,5,4,3,65,11,2,AliExpress
284,Dr Megan Hill,18,Apple,iPhone SE,1404.32,Â£1095.37,GBP,0.78,1,Neutral feelings â€” neither great nor bad. Average experience overall.,Neutral,UK,English,7/4/2024,TRUE,1,1,1,1,1,69,10,2,BestBuy
285,Ayush Anne,36,Apple,iPhone SE,1141.68,â‚¹94759.44,INR,83,5,Worth every penny. Highly recommended! Absolutely worth it!,Positive,India,Hindi,11/8/2025,FALSE,4,5,5,4,5,59,8,6,Amazon
286,Angela Fernandez,30,Apple,iPhone SE,1112.39,A$1701.96,AUD,1.53,1,Software updates are delayed sometimes. Okay for casual use.,Neutral,Australia,English,17/11/2022,FALSE,1,1,1,2,1,60,9,4,BestBuy
287,Cheryl Long,44,Apple,iPhone SE,1432.37,Ø¯.Ø¥5256.8,AED,3.67,5,Design feels premium and stylish. No regrets buying this one.,Positive,UAE,English,12/3/2025,TRUE,4,4,4,5,4,61,10,8,eBay
288,Bianca Souza,24,Apple,iPhone SE,1056.75,R$6023.48,BRL,5.7,1,Overheats quickly while gaming. Wouldnâ€™t recommend.,Negative,Brazil,Portuguese,14/9/2025,TRUE,1,1,1,2,1,51,6,2,AliExpress
289,Dr. Elfie Gnatz,38,Apple,iPhone SE,957.67,â‚¬890.63,EUR,0.93,5,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,Germany,German,22/9/2023,TRUE,5,5,4,3,5,71,13,4,eBay
290,JoÃ£o Pedro Sampaio,30,Apple,iPhone SE,958.24,R$5461.97,BRL,5.7,2,"Design is okay, a bit bulky though. Okay for casual use.",Neutral,Brazil,Portuguese,9/2/2025,TRUE,1,3,2,1,1,56,11,0,Amazon
291,Joseph Kennedy,29,Apple,iPhone SE,1313.22,$1313.22,USD,1,4,Worth every penny. Highly recommended! Loving it so far!,Positive,USA,English,1/5/2024,TRUE,4,2,2,3,3,56,9,6,eBay
292,Ilija Wesack B.Sc.,38,Apple,iPhone SE,1125.33,â‚¬1046.56,EUR,0.93,3,Fast charging is a lifesaver. Loving it so far!,Positive,Germany,German,26/1/2023,TRUE,3,1,2,3,3,47,9,3,Flipkart
293,Mugdha Dutta,19,Apple,iPhone SE,948.35,â‚¹78713.05,INR,83,3,Loving the clean UI and fast updates. No regrets buying this one.,Positive,India,Hindi,6/1/2025,TRUE,2,3,3,4,1,65,12,4,Amazon
294,Teresa Marshall,18,Apple,iPhone SE,980.29,Â£764.63,GBP,0.78,2,Sound quality is okay but not very loud. Okay for casual use.,Neutral,UK,English,18/2/2024,TRUE,2,1,2,1,1,61,12,3,Amazon
295,Laura Cruz,47,Apple,iPhone SE,1315.29,C$1815.1,CAD,1.38,5,"Face unlock is instant, super smooth. Best purchase of the year!",Positive,Canada,English,16/11/2022,FALSE,5,5,5,4,4,64,11,6,AliExpress
296,Charles Roman,23,Apple,iPhone SE,1177.79,$1177.79,USD,1,4,Absolutely love this phone! The camera is next level. Best purchase of the year!,Positive,USA,English,17/10/2024,TRUE,3,3,5,3,5,80,14,10,BestBuy
297,Vivaan Zacharia,18,Apple,iPhone SE,968.75,â‚¹80406.25,INR,83,4,"Face unlock is instant, super smooth. No regrets buying this one.",Positive,India,Hindi,5/9/2024,TRUE,3,3,4,5,3,65,11,5,BestBuy
298,Pero Winkler,18,Apple,iPhone SE,1239.18,â‚¬1152.44,EUR,0.93,5,Design feels premium and stylish. Loving it so far!,Positive,Germany,German,10/3/2024,TRUE,5,3,5,5,3,51,9,5,AliExpress
299,Thomas Garrett,21,Apple,iPhone SE,920.06,A$1407.69,AUD,1.53,1,Charging is very slow compared to other brands. Wouldnâ€™t recommend.,Negative,Australia,English,24/5/2024,FALSE,1,3,2,1,2,67,10,3,BestBuy
300,Abhiram Parsa,36,Apple,iPhone SE,1122.75,â‚¹93188.25,INR,83,5,Fast charging is a lifesaver. Best purchase of the year!,Positive,India,Hindi,10/10/2023,TRUE,5,5,4,4,4,56,10,3,BestBuy
301,Bridget Davis,26,Apple,iPhone SE,714.5,Ø¯.Ø¥2622.22,AED,3.67,3,Not bad for daily use but could be optimized. Average experience overall.,Neutral,UAE,English,24/11/2024,TRUE,2,1,3,2,1,73,12,4,eBay
302,Miguel Novais,18,Apple,iPhone SE,871.06,R$4965.04,BRL,5.7,2,Speaker quality is bad and muffled. Very disappointed.,Negative,Brazil,Portuguese,10/10/2024,FALSE,2,2,2,1,1,54,8,2,Amazon
303,Egbert Wulf,35,Apple,iPhone SE,1062.02,â‚¬987.68,EUR,0.93,2,Neutral feelings â€” neither great nor bad. Average experience overall.,Neutral,Germany,German,13/2/2024,TRUE,2,2,2,1,1,69,10,3,eBay
304,Marian Morgan-Brookes,18,Apple,iPhone SE,941.52,Â£734.39,GBP,0.78,4,Loving the clean UI and fast updates. Best purchase of the year!,Positive,UK,English,2/8/2023,FALSE,4,4,4,5,2,64,12,3,Amazon
305,Todd Mason,38,Apple,iPhone SE,944.46,Ø¯.Ø¥3466.17,AED,3.67,5,"Performance is average, camera okay. Fine but could be better.",Neutral,UAE,English,3/11/2024,TRUE,5,5,5,3,4,62,10,1,AliExpress
306,Nicole Carr,37,Apple,iPhone SE,756.54,Ø¯.Ø¥2776.5,AED,3.67,4,Loving the clean UI and fast updates. Loving it so far!,Positive,UAE,English,23/2/2024,TRUE,5,5,2,3,4,55,11,4,AliExpress
307,Jamie Rose,36,Apple,iPhone SE,1388.21,C$1915.73,CAD,1.38,3,Fast charging is a lifesaver. Absolutely worth it!,Positive,Canada,English,24/3/2024,TRUE,2,3,3,2,3,50,8,1,BestBuy
308,Amanda Sims,18,Apple,iPhone SE,796.58,A$1218.77,AUD,1.53,2,Battery life could be slightly better. Fine but could be better.,Neutral,Australia,English,21/5/2024,TRUE,4,3,1,2,3,64,11,3,AliExpress
309,Ing. Toni Becker B.A.,36,Apple,iPhone SE,1141.72,â‚¬1061.8,EUR,0.93,2,Phone lags often after a few apps. Returning this soon.,Negative,Germany,German,20/9/2024,TRUE,2,1,2,2,2,55,10,3,Amazon
310,Mrs Tracey Rhodes,25,Apple,iPhone SE,843.63,Â£658.03,GBP,0.78,3,Not bad for daily use but could be optimized. Fine but could be better.,Neutral,UK,English,21/5/2024,TRUE,2,4,1,2,2,71,14,4,eBay
311,Bhavani Bava,31,Apple,iPhone SE,1330.04,â‚¹110393.32,INR,83,4,Battery easily lasts a day with heavy use. No regrets buying this one.,Positive,India,Hindi,12/12/2022,TRUE,3,3,2,3,5,70,13,7,AliExpress
312,Mohamed Stiebitz B.A.,52,Apple,iPhone SE,955.08,â‚¬888.22,EUR,0.93,5,Worth every penny. Highly recommended! No regrets buying this one.,Positive,Germany,German,24/9/2023,FALSE,4,5,5,4,3,66,10,8,eBay
313,Yan Melo,21,Apple,iPhone SE,901.65,R$5139.4,BRL,5.7,5,"Face unlock is instant, super smooth. No regrets buying this one.",Positive,Brazil,Portuguese,10/9/2024,TRUE,5,5,5,3,3,65,11,5,eBay
314,Elizabeth Lynch,36,Apple,iPhone SE,831.05,C$1146.85,CAD,1.38,2,"Phone is fine, not the best in this range. Okay for casual use.",Neutral,Canada,English,11/7/2023,TRUE,1,1,2,1,2,63,13,4,BestBuy
315,Scott Thompson,24,Apple,iPhone SE,1469.23,C$2027.54,CAD,1.38,3,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,Canada,English,30/8/2023,TRUE,3,1,2,2,4,71,13,5,AliExpress
316,Lori Sutton,21,Apple,iPhone SE,1254.11,$1254.11,USD,1,2,Speaker quality is bad and muffled. Wouldnâ€™t recommend.,Negative,USA,English,11/4/2023,TRUE,2,1,2,2,3,55,8,1,Amazon
317,Ekapad Bhattacharyya,29,Apple,iPhone SE,1492.63,â‚¹123888.29,INR,83,3,Smooth performance even after months of use. No regrets buying this one.,Positive,India,Hindi,6/3/2024,FALSE,2,2,3,5,1,72,12,9,Amazon
318,Alexandra Levy,27,Apple,iPhone SE,1414.19,$1414.19,USD,1,2,Display started flickering after a month. Wouldnâ€™t recommend.,Negative,USA,English,14/12/2023,TRUE,1,2,1,2,2,61,8,3,AliExpress
319,Jonathan Stone,24,Apple,iPhone SE,1238.64,Ø¯.Ø¥4545.81,AED,3.67,3,"Phone hangs often, regret buying it. Returning this soon.",Negative,UAE,English,26/11/2023,TRUE,2,3,3,1,2,57,9,1,AliExpress
320,Amber Brennan,27,Apple,iPhone SE,1108.5,Ø¯.Ø¥4068.19,AED,3.67,3,Neutral feelings â€” neither great nor bad. Okay for casual use.,Neutral,UAE,English,21/5/2023,TRUE,3,2,2,1,3,62,11,2,eBay
321,Sherri Morse,18,Apple,iPhone SE,741.49,A$1134.48,AUD,1.53,4,Display is crisp and vibrant â€” perfect for gaming. Loving it so far!,Positive,Australia,English,25/6/2024,FALSE,3,4,4,4,4,68,13,4,Amazon
322,Dr Geoffrey Alexander,27,Apple,iPhone SE,1320.43,Â£1029.94,GBP,0.78,2,Battery easily lasts a day with heavy use. Loving it so far!,Positive,UK,English,26/4/2024,FALSE,2,1,1,2,1,60,12,5,Amazon
323,Tiffany Wilson,31,Apple,iPhone SE,1210.08,Ø¯.Ø¥4440.99,AED,3.67,5,"Face unlock is instant, super smooth. Absolutely worth it!",Positive,UAE,English,29/6/2023,TRUE,3,5,3,5,4,58,9,3,AliExpress
324,John Douglas,18,Apple,iPhone SE,995.15,A$1522.58,AUD,1.53,3,Fast charging is a lifesaver. Absolutely worth it!,Positive,Australia,English,10/5/2023,TRUE,2,3,1,3,2,50,8,5,BestBuy
325,Andrew Chandler,29,Apple,iPhone SE,1463.42,$1463.42,USD,1,2,Customer service was disappointing. Very disappointed.,Negative,USA,English,17/6/2024,TRUE,3,1,2,2,1,54,6,3,Amazon
326,Jamie Holland,45,Apple,iPhone SE,798.51,Â£622.84,GBP,0.78,2,Customer service was disappointing. Very disappointed.,Negative,UK,English,22/3/2025,FALSE,2,1,3,1,1,54,6,1,BestBuy
327,Manan Kuruvilla,28,Apple,iPhone SE,1142.72,â‚¹94845.76,INR,83,5,Smooth performance even after months of use. Absolutely worth it!,Positive,India,Hindi,9/11/2023,TRUE,4,3,4,5,5,65,10,2,Amazon
328,Leslie Mason,22,Apple,iPhone SE,702.41,Ø¯.Ø¥2577.84,AED,3.67,2,Phone lags often after a few apps. Not up to the mark.,Negative,UAE,English,2/6/2023,TRUE,2,1,2,1,3,54,12,0,eBay
329,Dr. Margitta Haase,39,Apple,iPhone SE,981,â‚¬912.33,EUR,0.93,3,"Face unlock is instant, super smooth. Loving it so far!",Positive,Germany,German,10/2/2025,TRUE,1,2,2,4,4,55,10,8,AliExpress
330,Diane Reynolds,18,Apple,iPhone SE,883.43,$883.43,USD,1,3,Battery life could be slightly better. Average experience overall.,Neutral,USA,English,6/5/2024,FALSE,2,1,1,4,2,66,9,1,eBay
331,Johnny Edwards,33,Apple,iPhone SE,1241,C$1712.58,CAD,1.38,2,Camera quality is very poor indoors. Returning this soon.,Negative,Canada,English,3/5/2025,TRUE,1,3,4,3,1,57,9,2,AliExpress
332,Nina Alves,46,Apple,iPhone SE,904.85,R$5157.65,BRL,5.7,2,"Performance is average, camera okay. Average experience overall.",Neutral,Brazil,Portuguese,27/5/2023,FALSE,2,2,1,2,1,64,8,3,Amazon
333,Donata Benthin,26,Apple,iPhone SE,1181.94,â‚¬1099.2,EUR,0.93,5,Worth every penny. Highly recommended! No regrets buying this one.,Positive,Germany,German,13/11/2022,TRUE,2,4,5,4,5,66,10,3,AliExpress
334,Erik Harris,23,Apple,iPhone SE,1059.25,$1059.25,USD,1,3,Display is crisp and vibrant â€” perfect for gaming. No regrets buying this one.,Positive,USA,English,4/2/2023,TRUE,3,1,1,2,2,78,14,8,AliExpress
335,Maria Isis FogaÃ§a,35,Apple,iPhone SE,924.17,R$5267.77,BRL,5.7,2,"Performance is average, camera okay. Fine but could be better.",Neutral,Brazil,Portuguese,19/10/2025,TRUE,1,3,2,2,3,62,10,4,Amazon
336,Gabriel Pereira,26,Apple,iPhone SE,1090.89,R$6218.07,BRL,5.7,5,Worth every penny. Highly recommended! Loving it so far!,Positive,Brazil,Portuguese,16/6/2023,TRUE,2,5,4,4,2,56,9,7,Amazon
337,Deepa Mitter,47,Apple,iPhone SE,983.57,â‚¹81636.31,INR,83,1,"Design is okay, a bit bulky though. Fine but could be better.",Neutral,India,Hindi,3/7/2024,TRUE,1,1,1,1,1,61,12,0,Flipkart
338,Ms Jemma Jones,32,Apple,iPhone SE,862.4,Â£672.67,GBP,0.78,5,Loving the clean UI and fast updates. Absolutely worth it!,Positive,UK,English,4/8/2023,TRUE,4,5,5,5,5,58,10,5,AliExpress
339,Gagan Bava,25,Apple,iPhone SE,1418.46,â‚¹117732.18,INR,83,3,Build quality feels solid and durable. No regrets buying this one.,Positive,India,Hindi,31/5/2024,TRUE,3,1,3,1,1,66,11,6,BestBuy
340,Kevin Ballard,33,Apple,iPhone SE,1446.3,A$2212.84,AUD,1.53,3,"Design is okay, a bit bulky though. Fine but could be better.",Neutral,Australia,English,20/7/2025,TRUE,2,2,2,3,1,61,12,4,eBay
341,Yago Siqueira,33,Apple,iPhone SE,1242.3,R$7081.11,BRL,5.7,2,"Phone hangs often, regret buying it. Very disappointed.",Negative,Brazil,Portuguese,31/8/2023,TRUE,3,1,2,3,2,55,8,3,eBay
342,Ann Shannon,18,Apple,iPhone SE,1482.03,Ø¯.Ø¥5439.05,AED,3.67,1,Overheats quickly while gaming. Wouldnâ€™t recommend.,Negative,UAE,English,21/11/2023,TRUE,1,1,1,1,1,51,6,2,AliExpress
343,Katherine Sosa,35,Apple,iPhone SE,992.58,Ø¯.Ø¥3642.77,AED,3.67,4,Build quality feels solid and durable. Best purchase of the year!,Positive,UAE,English,24/6/2025,TRUE,4,3,2,4,5,65,11,3,AliExpress
344,Yuri GonÃ§alves,41,Apple,iPhone SE,883.58,R$5036.41,BRL,5.7,1,Not bad for daily use but could be optimized. Average experience overall.,Neutral,Brazil,Portuguese,23/2/2023,FALSE,1,1,1,1,1,73,12,1,Flipkart
345,Damian Harrison,22,Apple,iPhone SE,1158.73,Â£903.81,GBP,0.78,5,Smooth performance even after months of use. Absolutely worth it!,Positive,UK,English,18/9/2023,FALSE,5,4,4,5,5,65,10,6,Amazon
346,Dr. Otto Marques,35,Apple,iPhone SE,1267.19,R$7222.98,BRL,5.7,4,Absolutely love this phone! The camera is next level. Best purchase of the year!,Positive,Brazil,Portuguese,29/4/2025,TRUE,3,4,4,4,5,80,14,3,BestBuy
347,Sarah Patterson,32,Apple,iPhone SE,1049.86,A$1606.29,AUD,1.53,3,Fast charging is a lifesaver. No regrets buying this one.,Positive,Australia,English,30/6/2023,TRUE,2,2,3,3,2,57,10,6,Flipkart
348,Richard Marshall,35,Apple,iPhone SE,990.01,Ø¯.Ø¥3633.34,AED,3.67,1,Phone lags often after a few apps. Not up to the mark.,Negative,UAE,English,1/6/2023,TRUE,1,1,1,2,1,54,12,1,BestBuy
349,Karen Moore,18,Apple,iPhone SE,710.81,A$1087.54,AUD,1.53,4,Loving the clean UI and fast updates. Absolutely worth it!,Positive,Australia,English,4/8/2024,TRUE,3,3,5,2,4,58,10,4,eBay
350,Cynthia King,36,Apple,iPhone SE,766.04,Ø¯.Ø¥2811.37,AED,3.67,2,Speaker quality is bad and muffled. Very disappointed.,Negative,UAE,English,11/7/2025,TRUE,2,1,2,4,3,54,8,2,AliExpress
351,David Cantrell,25,Apple,iPhone SE,1314.97,$1314.97,USD,1,5,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,USA,English,27/10/2022,TRUE,4,3,5,5,5,71,13,5,Flipkart
352,Michael Benton,37,Apple,iPhone SE,1169.09,C$1613.34,CAD,1.38,1,Not worth the money spent. Not up to the mark.,Negative,Canada,English,17/3/2024,TRUE,1,1,1,1,1,46,10,3,eBay
353,Danielle Swanson,18,Apple,iPhone SE,1223.89,C$1688.97,CAD,1.38,5,Fast charging is a lifesaver. Absolutely worth it!,Positive,Canada,English,17/7/2024,FALSE,5,2,5,4,4,50,8,5,BestBuy
